WEB_ADDRESS,RECALL_NUMBER,PRODUCT_DESCRIPTION,TRADE_NAME,RECALL_CLASS,CENTER,CENTER_CLASSIFICATION_DT,POSTED_INTERNET_DT,TERMINATION_DT,FIRM_NAME,MANUFACTURER_RECALL_REASON,YEAR,SC,HW,SW
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=77460,Z-1037-2009,"Baxter Colleague Single Channel Volumetric Infusion Pumps.  Baxter Healthcare Corporation, Medication Delivery Division, Deerfield, IL 60015 U.S.A., Made in Singapore.  Product Codes:  2M8151, 2M8161, 2M9161, DNM8151, DNM9161, BRM8151, BRM8151T, BRM8151RT, PNM8151, PNM8151T, PNM8151RT, CNM8151, FKM8151, GNM8151, HNM8151, TRM8151 and WNM8151.    Electronic infusion pumps are indicated for continuous or intermittent delivery of solution through clinically acceptable routes of administration, such as intravenous (IV), intra-arterial (IA), subcutaneous, epidural or irrigation of fluid spaces applications.","Colleague, Colleague CX and CXE Volumetric Infusion Pumps",1,CDRH,3/2/2009,3/2/2009 21:00,10/4/2011,Baxter Healthcare Corp.,"Baxter has identified failure codes that lead to an interruption of therapy, hazards associated with improper cleaning, and damaged battery messages for the Colleague Infusion Pumps.",2009,0.0,1.0,0.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=74818,Z-1006-2009,"Welch Allyn AED 10 automated external defibrillator and MRL Jumpstart (collectively ""AED 10"")",AED 10,1,CDRH,3/9/2009,3/9/2009 21:00,3/19/2012,"Welch Allyn Protocol, Inc",Reliability issues - potential to shock a non shockable rhythm or not shocking a shockable rhythm;,2009,0.0,1.0,0.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=84808,Z-0003-2009,"Revolution XR/d systems with control room PC model 5117866-2 with Software collector 5194381. GE Healthcare, 3000 North Grandview, Waukesha, WI 53188.    Intended for use in generating Tomographic images of human anatomy.",Revolution XR/d,2,CDRH,9/22/2009,9/22/2009 21:00,12/18/2011,"GE Medical Systems, LLC",GE Healthcare has recently become aware of an error in the generator software on the Revolution XR/d  configured with HP 8200 PC consoles that reports a mAs reading that is higher than is actually exposed to patients.,2009,0.0,0.0,1.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=82545,Z-2223-2009,"BioTek Gen5CL  Microplate Data Collection and Analysis Software.    Intended for clinical lab use with ELx800 and ELx808 microplate readers, offers preprogrammed clinical diagnostic assays within a PC-based application.",BioTek Gen5CL  Microplate Data Collection and Analysis Software,2,CDRH,9/18/2009,9/18/2009 21:00,5/18/2015,"BioTek Instruments, Inc.",Software design allowed false negatives to be read when wells are dark.,2009,0.0,0.0,1.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=84332,Z-2232-2009,"Oridion Medical Capnostream20 capnograph/pulse oximeter monitor and monitor with printer. Part numbers CS 08651, CS 08653, CS08657, and CS08659.",Capnostream20,2,CDRH,9/21/2009,9/21/2009 21:00,10/1/2010,Oridion Medical 1987 Ltd.,1) The monitor's ability to withstand electrostatic discharge (ESD) to exposed metal connectors on the back of the monitor which may cause the monitor's display to freeze.  2) The unit generates electromagnetic radiation above the limits set by applicable standards for medical devices,2009,0.0,1.0,0.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=84174,Z-2316-2009,"Centricity Enterprise Archive (EA) versions 3.0 to 3.0.7 software; GE Healthcare Integrated IT Solutions, Barrington, IL 60010.    The software delivers a scalable and flexible DICOM storage solution for Cardiology and Radiology images.",Centricity Enterprise Archive,2,CDRH,9/24/2009,9/24/2009 21:00,2/25/2011,GE Healthcare Integrated IT Solutions,Software error: There is potential safety issue with Centricity Enterprise Archive (EA) 3.0.x software where study split operations are not correctly replicated to a secondary  'shadow' archive.,2009,0.0,0.0,1.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=82076,Z-1871-2009,Whatman Body Fluid Collection Paper 903    The device is used by healthcare professionals in the collection and in-vitro storage of neonate blood.,Whatman Body Fluid Collection Paper 903,2,CDRH,9/30/2009,9/30/2009 21:00,10/25/2011,"Whatman, Inc.",The two portions of the card are coming apart prematurely.,2009,0.0,0.0,0.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=83811,Z-1955-2009,"Stabilet Infant Warming System, model numbers 200, 300, 1250, 1500, 200/3000, 2000, 2200/3200, 3000, and 3200.",Stabliet Infant Warming System,1,CDRH,8/25/2009,8/25/2009 21:00,6/1/2011,"Draeger Medical Systems, Inc.",Hot particles fell into the infant bassinet beneath a Radiant Infant Warmer.  The resulting fire injured an infant.  These devices are obsolete.,2009,0.0,0.0,0.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=78709,Z-1719-2009,"GE Healthcare MUSE Cardiology Information Systems vs. 7.0, 7.0.1, 7.0.2, 7.1, 7.1.1.    The MUSE Cardiology Information System is intended to store, access and manage cardiovascular information on adult and pediatric patients.",GE Healthcare MUSE Cardiology Information Systems,2,CDRH,8/14/2009,8/14/2009 21:00,1/16/2014,"GE Healthcare, LLC","GE Healthcare has  become aware of an issue resulting from a workflow situation related to the automated labeling of patient data in the MUSE Cardiology Information System.  When a prior record has been confirmed with an invalid (default) patient identifier (PID), MUSE will accept future records with the same default PID as correct.  If subsequent records don not contain a name, MUSE will pre-popu",2009,1.0,0.0,1.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=83022,Z-1813-2009,"Respironics Esprit Ventilator System, Model Number V1000 with Optional External Battery; Product Number: 1001456.",Continuous Ventilator/Continuous Ventilator with Respiratory Mechanics,2,CDRH,8/11/2009,8/11/2009 21:00,7/13/2012,Respironics California Inc,"The recall was initiated because through routine product monitoring Respironics discovered that under certain conditions, when operating on AC line power, a portion of the current from the External Battery charger is erroneously diverted to the ventilator. When this occurs, the External Battery charger may not transition correctly. Prolonged operation in this condition results in overcharging and",2009,0.0,1.0,0.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=85865,Z-0422-2010,"HeartMate 12 volt sealed lead acid Battery Clips that are components of the HeartMate II LVAS (PMA P060040) and the HeartMate XVE LVAS (PMA P920014) Systems.    The HeartMate II and the HeartMate XVE LVAS are intended for use as a bridge to transplantation in cardiac transplant candidates at risk of imminent death from non-reversible left ventricular failure. The HeartMate XVE LVAS is also indicated for use in patients with New York Heart Association (NYHA) Class IIIB or IV end-stage left ventricular failure who have received optimal medical therapy for at least 45 of the last 60 days and who are not candidates for cardiac transplantation. The HeartMate II and XVE LVAS are intended for use both inside and outside the hospital, for transportation of Ventricular Assist Device (VAD) patients via ground ambulance, fixed-wing aircraft or helicopter. The devices consist of an implantable blood pump connected to an external System Controller by a percutaneous lead. The external controller is powered by AC electrical power, via the Power Module or Power Base Unit, or by battery power with a pair of rechargeable HeartMate batteries. Two batteries are used simultaneously for power. The LVAS is also designed to operate on a single battery, facilitating battery changes without interruption of VAD support.",HeartMate 12 volt sealed lead acid Battery Clips,2,CDRH,11/24/2009,11/24/2009 21:00,4/18/2011,Thoratec  Corp,"Patient reports alerted Thoratec that during the process of disconnecting power leads from the battery clips, the threaded connector of the battery clip housing was observed to be loose, and in some cases dislodged from the battery clip housing.  The problem affects HeartMate 12V SLA Battery Clips including those used for the HeartMate II LVAS and HeartMate XVE systems. If not detected and handled",2009,0.0,0.0,0.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=86537,Z-0458-2010,"Nonin Model 7600B cerebral oximeter pod.  Used with the Nonin Model 7600 Regional Oximeter with Equanox Technology and Bluetooth Wireless Technology.  Nonin Medical, Inc., 13700 First Avenue North, Plymouth, Minnesota  55441-5443 USA.",Nonin Cerebral Oximeter Pod,2,CDRH,11/25/2009,11/25/2009 21:00,3/29/2012,"Nonin Medical, Inc","A malfunction was detected with one of the components that, under rare circumstances, may result in the overheating of the POD.  This overheating, while unlikely to occur, has the potential to cause a burn if the POD is in direct contact with the patient.",2009,0.0,1.0,0.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=80715,Z-1266-2009,syngo Imaging model number 10014063. Affected systems are V30A or earlier with an NFS connected archive and V30A systems where image data was stored to LTS using software version older than V30A.    Picture Archiving and communications system,syngo Imaging,2,CDRH,4/28/2009,4/28/2009 21:00,9/23/2009,"Siemens Medical Solutions USA, Inc",An issue concerning archived image data that is sporadically saved with corrupted data may occur.  This issue may occur when syngo Imaging is configured to archive image data on a network file system (NFS) connected via a connected archive (Mount Point Solution).,2009,1.0,0.0,1.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=69509,Z-0995-2009,"Cyberonics VNS Therapy Demipulse Duo Generator, Model 104; an implantable, multiprogrammable, vagus nerve stimulator.",VNS Therapy System Generator,3,CDRH,4/22/2009,4/22/2009 21:00,2/28/2011,"Cyberonics, Inc","Reset/disabling of the VNS Therapy Demipulse Generator and Demipulse Duo Generator due to magnet interference, resulting in the loss of stimulation.",2009,0.0,0.0,0.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=69505,Z-0994-2009,"Cyberonics VNS Therapy Demipulse Generator, Model 103;  an implantable, multiprogrammable, vagus nerve stimulator.",VNS Therapy System Generator,3,CDRH,4/22/2009,4/22/2009 21:00,2/28/2011,"Cyberonics, Inc",Reset/disabling of the VNS Therapy Demipulse Generator and Demipulse Duo Generator due to magnet interference resulting in the loss of stimulation.,2009,0.0,1.0,0.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=80928,Z-1246-2009,Zimmer TM-400 Broach Handle; Part No. 96-210-10001.  The product is a surgical instrument for use in conjunction with Zimmer TM-400 Trabecular Metal implants during spinal surgery.    The Broach Handle threads onto various broaches and trial implants. The handle with these broaches or trials attached is used to prepare and measure a vertebral space to accept a TM-400 Trabecular Metal implant.,Zimmer TM-400 Broach Handle,2,CDRH,7/7/2009,7/7/2009 21:00,10/8/2010,Zimmer Inc.,"The broach handle may fracture at the threaded tip during use, which would result in surgical intervention to retrieve the broach or the trial as the threaded tip fragment prevents attachment of another handle to retrieve the device.",2009,0.0,0.0,0.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=81732,Z-1597-2009,ASC2000 Ambulatory Surgical Table. Model #MTS110003.      The device is used to provide complete and flexible positioning for surgical procedures.,ASC2000 Ambulatory Surgical Table,2,CDRH,7/7/2009,7/7/2009 21:00,3/1/2012,Steris Corp,"Upon investigation, the firm determined that repetitive rubbing of the hydraulic hoses against the interior of the stainless steel shroud may result in the rupture of the hydraulic hoses causing loss of control of the table surface.",2009,0.0,0.0,0.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=79872,Z-1236-2009,"Cerner Bridge Medical Transfusion Administration and Specimen Collections, Versions 3.4.0, 3.4.1 and 3.4.2.",Cerner Bridge Medical Transfusion Administration and Specimen Collections,2,CDRH,5/1/2009,5/1/2009 21:00,3/22/2012,Cerner Corp,Specimen labels printing incorrect patient demographics.,2009,0.0,0.0,1.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=83814,Z-1873-2009,"Welch Allyn Vital Sign Monitor 5300 Series/Class II. (VSM 300).    The VSM300 can monitor systolic and diastolic noninvasive blood pressure (NIBP), pulse rate, and mean arterial pressure (MAP). Units configured with the appropriate options can also simultaneously monitor temperature and noninvasive functional oxygen saturation of arteriolar hemoglobin (SpO2), and continuously monitor pulse rate.  The monitor provides programmable audible and visual alarms and automatic NIBP measurements at selectable intervals.",Welch Allyn Vital Sign Monitor,2,CDRH,7/30/2009,7/30/2009 21:00,8/10/2011,"Welch Allyn Protocol, Inc",The Welch Allyn VSM300 Vital Signs Monitor may experience a loss of audio which includes a loss of audio alarms.,2009,0.0,1.0,0.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=79449,Z-1543-2009,"GE Centricity PACS RA1000 Workstation software (for diagnostic image analysis); GE Healthcare Integrated IT Solutions, Barrington, IL 60010.     The Centricity PACS (Picture Archiving and Communication System) Workstation is intended for use as a primary diagnostic and analysis tool for diagnostic images by trained healthcare professionals, including radiologists, physicians, technologists, clinicians and nurses. It is also intended for use as a clinical review workstation throughout the healthcare facility. The workstation interface provides the user with a means to display, manipulate, archive, print, and export images when connected with the Centricity PACS infrastructure.",GE Centricity PACS RA1000 Workstation,2,CDRH,7/13/2009,7/13/2009 21:00,9/6/2010,GE Healthcare Integrated IT Solutions,"Software anomalies may allow the image orientation to be misinterpreted, posing a potential patient safety issue.",2009,0.0,0.0,1.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=82393,Z-1577-2009,"XoranConnect, software version 4.1.0.6, Xoran Technologies, Ann Arbor, MI.     A web-based software which provides online multi-planar image viewing, offsite data storage, administrative reporting tools, and teleradiology workflow. Server designed to store and serve stored imaging content on a RAID5 storage device.",XORANCONNECT,2,CDRH,7/9/2009,7/9/2009 21:00,11/19/2009,"Xoran Technologies, Inc.",An incorrect patient name label may appear on the screen displaying the selected patient's scan.,2009,1.0,0.0,1.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=74773,Z-0883-2009,Monitor portion of the LifeVest device - specifically the Defibrillator printed circuit assembly (PCA) within the monitor.    The LifeVest is indicated for adult patients who are at risk for sudden cardiac arrest and are not candidates for or refuse an implantable defibrillator.,Defibrillator PCA wihtin the monitor of the LifeVest,2,CDRH,1/26/2009,1/28/2009 21:00,11/4/2009,Zoll Lifecor Corporation,The charging circuit will not shut down properly.,2009,0.0,1.0,0.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=75717,Z-0928-2009,"GE Centricity PACS RA1000 Workstation (for diagnostic image analysis).  GE Healthcare Integrated IT Solutions, Barrington, IL 60010.    The Centricity PACS Workstation is intended for use as a primary diagnostic and analysis tool for diagnostic images by trained healthcare professionals, including radiologists, physicians, technologists, clinicians and nurses. It is also intended for use as a clinical review workstation throughout the healthcare facility.  The workstation interface provides the user with a means to display, manipulate, archive, print, and export images when connected with the Centricity PACS infrastructure.",GE Centricity PACS RA1000 Workstation,2,CDRH,1/27/2009,1/27/2009 21:00,9/6/2010,GE Healthcare Integrated IT Solutions,"There is a potential patient safety issue involving patient jacket content, which may result in unintended historical image(s) being displayed.",2009,1.0,0.0,1.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=81511,Z-0365-2010,"PICIS, CareSuite Family- OR Manager (4235), Preop Manager (4250), Anesthesia Manager (4220), PACU Manager (4245) & Critical Care Manager (1110), patient information systems.",PICIS,2,CDRH,11/18/2009,11/18/2009 21:00,12/22/2014,Picis Inc.,"Demographic data, most notably allergy and precaution data, can be overwritten with incomplete data or blanks by the interface between non-Picis clinical systems (your ""HIS"" or ""CIS"") and certain Picis applications, if that interface is not configured properly.",2009,1.0,0.0,1.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=84110,Z-0198-2010,"Zimmer VerSys Hip System Femoral Head, 12/14 taper, 28 mm dia., neck length +0 mm, sterile, Zimmer, Warsaw, IN; REF 8018-28-02.    Intended for mating femoral stems equipped with tapered necks.",VerSys Hip System Femoral Head,2,CDRH,11/13/2009,11/13/2009 21:00,12/15/2009,Zimmer Inc.,Manufacturing material may be present on the surface of the implant.,2009,0.0,0.0,0.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=80255,Z-1265-2009,"Gendex CB-500, 3D Dental Imaging Systems, Model Number G1-15-1-0.  This product is manufactured by Imaging Sciences International for Gendex Corporation.",Gendex CB-500 3D Dental Imaging System,2,CDRH,5/22/2009,5/22/2009 21:00,6/4/2009,"Imaging Sciences International, LLC",faulty calibration,2009,0.0,1.0,0.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=79872,Z-1236-2009,"Cerner Bridge Medical Transfusion Administration and Specimen Collections, Versions 3.4.0, 3.4.1 and 3.4.2.",Cerner Bridge Medical Transfusion Administration and Specimen Collections,2,CDRH,5/1/2009,5/1/2009 21:00,3/22/2012,Cerner Corp,Specimen labels printing incorrect patient demographics.WEB_ADDRESS,2009,1.0,0.0,1.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=80247,Z-1244-2009,"TEVADAPTOR Closed Drug Reconstitution and Transfer System, a closed system used to prepare drugs, including cytotoxic drugs, for intravenous infusion or injection. Model number is MG412110.  The device is a single use device.",TEVADAPTOR,2,CDRH,6/10/2009,5/6/2009 21:00,7/27/2009,Migada Inc.,Syringe adaptor is disintegrating when attached to the end of the syringe.,2009,0.0,0.0,0.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=81028,Z-1260-2009,Remstar Pro M-Series Heated Humidifier System.,REMStar M-series Heated Humidifier System,2,CDRH,6/17/2009,6/17/2009 21:00,7/5/2012,Respironics,Malfunction of the J3 connection between the Heater Plate Main printed circuit assembly (PCA) and the heater plate may have an intermittent connection which may lead to excessive heat build-up on the humidifier PCA.,2009,0.0,1.0,0.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=85589,Z-1316-2010,"ARCHITECT System Software v5.00 and v5.10, List Number 5F48-22 and 5F48-23; Part Number 7-204717-01 and 7-204717-02 when used with PM Algorithm LLS Brd, part number 7-94255-01 and PM LLS kit, U10 Chip and Ejectors, part number 7-200788-01.    The Abbott ARCHITECT System is designed to perform automated: Chemistry tests utilizing photometry and potentiometric technology, and immunoassay tests utilizing CMIA detection technology.",ABBOTT ARCHITECT System Software,2,CDRH,4/9/2010,4/9/2010 21:00,1/25/2011,"Abbott Laboratories, Inc",ARCHITECT System Software v5.00 and v5.10 are incompatible with ARCHITECT LLS Board.  Software patch re-establishes correct parameters.,2010,0.0,0.0,1.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=89894,Z-1405-2010,"Elekta Synergy XVI Medical Linear Accelerator. Model Numbers R3.5, R4.0 and R4.2.  Elekta, Inc. Norcross, GA 30092.    Intended for use as a radiation therapy treatment of malignant neoplastic diseases, as determined by a licensed medical practitioner.",Elekta Synergy XVI Medical Linear Accelerator,2,CDRH,4/16/2010,4/16/2010 21:00,12/28/2010,"Elekta, Inc.","It is possible that two (or more) CT reference data sets are necessary for one patient, for example, if you have to scan a patient during breath hold and then again during free breathing.",2010,0.0,0.0,1.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=89906,Z-1423-2010,Syngo Imaging XS model number 10496279    The intended use: image processing radiological,Syngo Imaging XS,2,CDRH,4/20/2010,4/20/2010 21:00,7/5/2012,"Siemens Medical Solutions USA, Inc",images can be overwritten,2010,1.0,0.0,1.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=90222,Z-1525-2010,"PowerPort isp M.R.I Implanted Port without Suture Plugs with attachable 6F Chronoflex Polyurethane Open-ended Single -Lumen Venous Catheter, BARD Access Systems Assembled in Mexico    Indicated for patient therapies requiring repeated access to the vascular system for the infusion of medications, I.V. fluids, parenteral nutrition solutions, blood products and blood sample withdrawals.",TITANIUM POWERPORT ISP IMPLANTED PORT WITH 6 FR CHRONOFLEX POLYURETHANE CATHETER,2,CDRH,4/29/2010,4/29/2010 21:00,10/1/2010,Bard Access Systems,8F PowerPort stems were mixed with 6F PowerPorts and packaged.,2010,0.0,0.0,0.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=90064,Z-1428-2010,Leksell SurgiPlan,Leksell SurgiPlan,2,CDRH,4/21/2010,4/22/2010 21:00,12/14/2010,"Elekta, Inc.",Images from a different patient can be imported without a warning for the user.,2010,1.0,0.0,1.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=89788,Z-1436-2010,"iView GT Electronic Portal Imaging Device, used with radiation therapy treatments.",iView GT,2,CDRH,4/26/2010,4/26/2010 21:00,12/14/2010,"Elekta, Inc.",Image problems that have an effect on patient position corrections and on the accuracy of the radiation treatment.,2010,0.0,0.0,1.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=89794,Z-1443-2010,Literature for Implant Extraction Set - Implant Extraction Guide Module One & Two.    Lists and describes the instruments which are in the Implant Extraction Set and the general application of these instruments for hardware removal.,Implant Extraction Set - Implant Extraction Guide Module One & Two,2,CDRH,4/27/2010,4/27/2010 21:00,8/6/2012,Stryker Howmedica Osteonics Corp.,Literature did not include the design change to a smaller cannulation diameter.,2010,0.0,0.0,0.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=89088,Z-1218-2010,"Harmony Lux Advantage LA Surgical Lighting and Visualization System, also known as the Harmony LA 500, B129382391.    Designed to provide visible immunization of the surgical field or the patient and to provide audio-visual procedural support for the O.R. staff.  Intended to be used in a surgical setting.",Harmony LA 500,2,CDRH,4/1/2010,4/1/2010 21:00,6/4/2012,Steris Corporation,Premature Bulb FailureWEB_ADDRESS,2010,0.0,1.0,0.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=92348,Z-0820-2011,"Coloplast, Saline Filled Testicular Prosthesis, Sterile R, Manufacturer Coloplast A/S 3050 Denmark.  Catalogue Number Description Part Number  450-1323   Extra Small                520600  450-1325   Small                          520610  450-1327   Medium                      520630  450-1329   Large                          520650    The Coloplast Saline-Filled Testicular Prosthesis is intended for use when cosmetic testicular replacement is indicated i.e., in the case of agenesis or following the surgical removal of a testicle. The Butterfly Needle is used to fill the implant with saline.",Saline Filled Testicular Prosthesis,2,CDRH,12/27/2010,12/27/2010 21:00,12/17/2011,"Coloplast Manufacturing US, LLC","On April 22, 2010, a decision was made by Coloplast to conduct a field correction based on a report that the Saline Filled Testicular Prosthesis is considered mislabeled. This is solely due to a difference in expiration dates between the Terumo Butterfly Needle included in the kit and the testicular implant. The needle has a 3yr expiration date & the Saline Testicular  has a 5yr expiration date.",2010,0.0,0.0,0.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=95819,Z-0717-2011,Axiom Luminos dRF    Intended use: solid state x-ray imager (flat panel/digital imager),Axiom Luminos dRF,2,CDRH,12/17/2010,12/17/2010 21:00,9/29/2012,"Siemens Medical Solutions USA, Inc",patient leg can be pinched,2010,0.0,0.0,0.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=95820,Z-0718-2011,Mobilett XP Hybrid/Digital/CR    Intended use: mobile x-ray system,Mobilett XP Hybrid/Digital/CR,2,CDRH,12/17/2010,12/17/2010 21:00,9/29/2012,"Siemens Medical Solutions USA, Inc",battery fuse,2010,0.0,1.0,0.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=88790,Z-1213-2010,Axiom Iconos R200 X-Ray,Axiom Iconos R200,2,CDRH,3/27/2010,3/27/2010 21:00,8/11/2010,"Siemens Medical Solutions USA, Inc",table can tilt/move when it is not intended,2010,0.0,0.0,0.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=95806,Z-0829-2011,"Vanguard Knee Instruments offset reamer bushing - angled, REF 32-488519, Biomet Bridgend, UK.  This instrument is used to prepare the tibial cancellous bone for the tibial offset tray.",Offset reamer brushing - angled,2,CDRH,12/28/2010,12/28/2010 21:00,1/19/2011,"Biomet, Inc.",The firm has initiated the action  following a report that during surgery the Offset Reamer Brushign would not mate with the prepartion mask.  After a 5 minute delay in surgery the procedure was completed using another attachment that was on hand.  There was no injury to the patient.,2010,0.0,0.0,0.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=95407,Z-0835-2011,Mammography Keypad  Radiologists and Technologist apply hotkeys from a keyboard for ease of use in their clinical and diagnostic activities. The Agfa Mammography Keypad allows users the ability to apply hot keys from a keypad versus a keyboard.,Mammography Keypad,3,CDRH,12/29/2010,12/29/2010 21:00,2/1/2011,AGFA Corp.,Product did not receive UL Certification,2010,0.0,0.0,0.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=95676,Z-0832-2011,Urethral Warmer System    Model number FPRCH3001  The Urethral Warming System is designed to circulate a warm solution through a warming catheter to maintain urethral tissue near body temperatures while the surrounding prostate tissue is being frozen. It is intended to warm urethral tissue when performing cryogenic destruction of prostatic tissue with a Galil Medical Cryoablation System.,Urethral Warmer System,2,CDRH,12/29/2010,12/29/2010 21:00,12/10/2011,Galil Medical,"This voluntary recall has been initiated because our supplier (Gaymar Industries, Inc.) notified us that these products contain power cords that may crack or fail at or inside the plug due to a prong design problem. Affected plugs can be identified by a round ground pin and black plastic bridges. Cords with plugs that are not affected have U-shaped ground pins and no plastic bridges. Although Gali",2010,0.0,1.0,0.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=95575,Z-0833-2011,"Care E Vac 3 Portable Suction; Battery/AC Portable Aspirator; Ohio Medical Corporation, 1111 Lakeside Drive, Gurnee, IL 60031; Model 758000    The device is a portable aspirator to help evacuate saliva, mucous, vomit or other aspirant from the mouth and or airway to allow adequate respiration or ventilation of the patient.",Care E Vac 3 Portable Suction,2,CDRH,12/29/2010,12/29/2010 21:00,3/16/2012,Ohio Medical Corporation,"The D-14 diode on the circuit board may fail, resulting in a damaged, overheated circuit board.  Also a screw used to attach one of the feet of the unit may damage the battery inside the device if the screw is over-tightened.",2010,0.0,1.0,0.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=77163,Z-1198-2010,"Pnemosure Insufflators, model numbers 620-040-600 and 620-040-610, manufactured by Stryker Endoscopy, San Jose, CA.",Pnemosure Insufflators,2,CDRH,3/23/2010,3/23/2010 21:00,3/24/2011,Stryker Endoscopy,Unexpected powering down/failure to boot up:  A problem with a transistor in the heater/temperature sensor component in the device may cause the device to power off during surgery or to fail to boot up at all.  The risk includes delay and interruption of ongoing surgical procedures.,2010,0.0,1.0,0.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=95400,Z-0606-2011,"Beaver-Visitec International (Beaver-Visitec) BD 1% OVD Sodium Hyaluronate, 10 mg/ml 1.0 mL. Sterile. Rx  For Intraocular Use  REF 585304    Use as a surgical aid to protect corneal endothelium during cataract extraction procedures, intraocular lens implantation and anterior segment surgery.",BD 1% OVD Sodium Hyaluronate,2,CDRH,12/16/2010,12/16/2010 21:00,2/16/2012,Becton Dickinson and Company,Finger flange on the BD 1% OVD syringe can disengage during cataract surgery and and may lead to injury.,2010,0.0,0.0,0.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=94229,Z-0623-2011,"Vacuette 2 ml Lithium Heparin, Collection Tube, Manufactured by: Greiner-Bio One North America, Inc., 4238 Capital Drive, Monroe, NC.  Venous blood collection tubes.","Vacuette 2 ml Lithium Heparin, Collection Tube",2,CDRH,12/16/2010,12/16/2010 21:00,5/15/2012,"Greiner Bio-One North America, Inc.",Lithium heparin solution was contaminated by EDTA K (potassium) solution due to an operator error and a misinterpretation of a test result. Contaminated tubes will produce inaccurate test results.,2010,0.0,0.0,0.0
